"","HRUU1","HRUU10","HRUU11","HRUU12","HRUU13","HRUU14","HRUU15","HRUU16","HRUU17","HRUU18","HRUU19","HRUU2","HRUU20","HRUU21","HRUU22","HRUU23","HRUU24","HRUU25","HRUU26","HRUU3","HRUU4","HRUU5","HRUU6","HRUU7","HRUU8","HRUU9"
"[Eubacterium]_eligens_group",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0319-6G20",0,0,0,0,0,0,7,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"11-24",297,382,258,143,159,223,64,105,221,132,289,121,328,142,391,383,260,0,0,0,0,0,0,254,75,143
"67-14",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0
"966-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,0,0,0,0,0,0,0
"A0839",6,22,29,22,14,17,35,19,7,0,12,7,39,17,29,38,35,6,6,0,0,0,0,23,19,27
"A21b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"A4b",40,165,107,88,25,168,210,157,236,175,54,31,108,67,27,24,144,0,0,0,0,0,0,105,0,42
"Acidibacter",20,38,52,46,32,53,70,35,100,48,0,11,24,21,35,27,20,0,0,0,0,0,0,73,32,37
"Acidiphilium",35,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acinetobacter",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,5,11,0,0,0
"Actinoallomurus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,31,0,0,0
"Actinomyces",0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADurb.Bin063-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"Aerococcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afipia",0,0,0,0,0,0,0,0,0,18,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
"AKIW659",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,0,0
"Algoriphagus",15,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,5,0,14,22,0,29,0,0,0
"Allocatelliglobosispora",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
"alphaI_cluster",53,0,5,0,0,0,0,0,0,0,25,29,0,0,0,7,0,67,39,17,0,28,0,0,12,0
"Alsobacter",55,55,39,30,18,33,44,36,91,101,56,40,31,56,0,0,61,0,14,0,0,0,0,44,48,32
"Altererythrobacter",0,0,0,0,0,0,6,0,0,0,0,14,0,0,0,0,0,41,67,0,0,69,83,0,0,0
"Amnipila",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anaerolineae",35,39,85,46,65,71,48,44,25,15,0,40,31,43,0,15,70,0,0,0,0,0,0,42,88,37
"Anaeromyxobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"Aquabacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
"Aquicella",15,21,16,14,12,10,5,0,20,11,21,0,19,5,0,14,0,12,0,0,6,11,23,0,13,13
"Arenimonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0,0,0,11,0,0,0
"Armatimonadales",72,61,0,0,0,43,21,0,90,103,22,86,26,19,21,21,22,0,0,0,0,0,0,27,21,71
"Armatimonas",90,72,0,0,23,50,16,14,99,98,41,35,48,6,10,13,0,24,31,0,0,0,0,33,0,45
"Aurantimicrobium",244,9,0,0,7,0,0,0,31,29,38,105,17,0,13,0,0,539,528,281,141,290,239,0,14,12
"B1-7BS",65,133,98,92,85,42,90,119,117,139,12,62,45,62,57,71,15,7,0,0,0,0,0,84,58,96
"Bacillus",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroidetes_vadinHA17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"Bauldia",7,25,21,27,36,45,27,25,0,5,12,0,20,30,43,36,31,0,0,0,0,0,0,32,33,20
"BD1-7_clade",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,29,0,5,12,20,0,0,0
"BD72BR169",5,0,0,0,5,0,0,0,8,0,0,0,7,10,0,7,0,0,0,0,0,0,0,0,7,0
"Bdellovibrio",0,0,0,0,0,0,0,6,0,0,5,7,9,0,0,5,0,0,0,0,0,0,0,0,0,0
"Bifidobacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
"BIyi10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
"Blastocatella",1199,394,662,792,365,192,404,271,0,0,32,136,35,586,492,391,223,0,0,0,0,0,0,327,286,385
"Blastomonas",226,0,0,62,0,0,0,0,0,90,114,61,115,76,0,0,0,0,0,0,0,0,0,0,0,0
"Blfdi19",0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bosea",17,15,22,17,0,17,17,16,0,0,12,10,12,15,25,22,19,0,0,0,0,0,0,0,0,13
"Bradyrhizobium",0,0,0,0,0,0,0,7,0,0,36,0,0,0,293,209,102,10,0,0,0,0,0,0,0,0
"Brevundimonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"Bryobacter",855,3146,3103,591,591,1272,1298,1295,1215,1309,1119,727,1024,636,1358,1228,1384,0,0,0,0,0,0,1433,1097,1030
"C39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,8,0,0,0,0,0,0
"Candidatus_Accumulibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0
"Candidatus_Competibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,6,0,0,0
"Candidatus_Limnoluna",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,17,0,0,0,165,0,0,0
"Candidatus_Megaira",0,5,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,20,0,3,0,0,0,0,0,0
"Candidatus_Metachlamydia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
"Candidatus_Methylopumilus",228,35,17,0,21,29,33,29,46,33,25,74,29,0,0,0,0,105,78,356,118,132,216,27,37,0
"Candidatus_Nitrotoga",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
"Candidatus_Ovatusbacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
"Candidatus_Paracaedibacter",0,30,12,0,21,37,24,0,0,0,71,5,40,0,24,23,6,0,0,0,0,0,0,25,0,0
"Candidatus_Planktoluna",73,9,0,0,0,21,28,17,0,0,10,64,20,0,0,0,0,331,378,89,82,131,109,0,0,0
"Candidatus_Planktophila",2165,95,35,10,18,0,61,7,0,0,0,107,51,0,0,13,0,853,2009,3483,69,315,166,0,112,0
"Candidatus_Rhabdochlamydia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,6,0,0,0
"Candidatus_Solibacter",0,0,0,7,0,5,0,0,0,0,0,0,0,0,8,11,8,0,0,0,0,0,0,0,0,7
"Candidatus_Udaeobacter",199,631,141,40,283,132,413,248,11,0,511,75,572,0,8,9,98,0,0,0,0,0,0,99,274,474
"Candidatus_Xiphinematobacter",6,0,6,6,0,0,0,0,0,0,8,9,5,0,7,7,0,11,0,0,8,0,0,7,0,8
"Candidatus_Yanofskybacteria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
"Candidatus_Zambryskibacteria",10,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,38,7,7,8,0,0,0
"Capnocytophaga",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Catellicoccus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
"Caulobacter",10,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,57,54,24,21,103,131,0,0,0
"CCD24",5,26,0,35,18,31,32,37,98,79,76,0,64,30,27,33,0,0,0,0,0,0,0,0,8,7
"Cellvibrio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,6,11,0,0,0
"Cephaloticoccus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"Cerasicoccus",0,0,0,0,0,0,0,0,0,0,26,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"Chloroplast",0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,332,400,21,10,357,85,0,0,0
"Chthoniobacter",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,57,0,0,31,21,0,0,0
"Chthonobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"Chthonomonadales",99,6,7,13,0,8,18,0,0,12,39,111,29,39,28,6,20,0,0,0,0,0,0,23,22,7
"Chthonomonas",246,135,60,71,137,179,150,127,120,181,83,250,101,193,143,145,219,0,0,0,0,0,0,337,233,212
"CL500-29_marine_group",163,125,112,0,0,61,114,51,74,45,0,87,0,0,53,31,77,223,294,32,26,179,159,76,75,83
"Clade_III",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,93,9,0,0,0,0
"Clostridioides",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0
